County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,,Street Address
Bronx,750827,Store,JAC,HEALTHY CHOICE MARKET INC,HEALTHY CHOICE MARKET,4405,3RD AVE,,,BRONX,NY,10457,0,-73.89339,40.85145,,4405 3RD AVE
Kings,750826,Store,JAC,M A PASHA SUPER CONVENIENCE INC,M A PASHA SUPER CONVENI,1818,BATH AVE,,,BROOKLYN,NY,11214,1200,-74.005392,40.603479,,1818 BATH AVE
New York,750825,Store,JAC,TOMMY SEAFOOD MARKET INC,K & M FISH MARKET,2055,2ND AVE,,,NEW YORK,NY,10029,0,-73.942706,40.790255,,2055 2ND AVE
Kings,750824,Store,JAC,NATURE MARKET 2 CORP,NATURE MARKET 2,344,GREENE AVE,,,BROOKLYN,NY,11238,1500,-73.957223,40.687703,,344 GREENE AVE
Richmond,750823,Store,JAC,MK ALEX DELI INC,MK ALEX DELI,1410,RICHMOND TER,,,STATEN ISLAND,NY,10310,3000,-74.115764,40.641676,,1410 RICHMOND TER
New York,750822,Store,JAC,102 DEREK DELI GROCERY CORP,102 DEREK DELI GROCERY,102,EAST 103RD STREET,,,NEW YORK,NY,10029,0,-73.949032,40.790874,,102 EAST 103RD STREET
Kings,750819,Store,JAC,DELI VISION 1065 GROCERY CORP,DELI VISION,1065,LIBERTY AVE,,,BROOKLYN,NY,11208,0,-73.869833,40.678302,,1065 LIBERTY AVE
Bronx,750815,Store,JAC,LITTLE YEMEN WHOLESALE & RETAIL M,LITTLE YEMEN MARKET,1887,WHITE PLAINS RD,,,BRONX,NY,10462,1800,-73.866856,40.847264,,1887 WHITE PLAINS RD
New York,750810,Store,JAC,SKYLINE FOOD CENTER CORP,SKYLINE FOOD CENTER,2726,FREDERICK DOUGLAS BLVD,,,NEW YORK,NY,10030,2000,-73.942048,40.822675,,2726 FREDERICK DOUGLAS BLVD
New York,750806,Store,JAC,1800 KING DELI INC,1800 KING DELI,144,E 112TH,,,NEW YORK,NY,10029,2200,-73.943645,40.796138,,144 E 112TH
Kings,750805,Store,JAC,ADELAY DELI GROCERY INC,ADELAY DELI GROCERY,1861,PITKIN AVENUE,,,BROOKLYN,NY,11212,1000,-73.904064,40.670677,,1861 PITKIN AVENUE
Kings,750801,Store,JAC,GLIFN LABS INC,EZ STATION,1722,PITKIN AVE,,,BROOKLYN,NY,11212,2000,-73.909529,40.669865,,1722 PITKIN AVE
Kings,750793,Store,A,SUNNY SHOP DISCOUNT INC,SUNNY SHOP DISCOUNT,2317,86TH ST,,,BROOKLYN,NY,11214,1000,-73.991052,40.600254,,2317 86TH ST
Kings,750791,Store,JAC,SO SWEET CONVENIENCE LLC,SO SWEET CONVENIENCE,1801,AVENUE M,,,BROOKLYN,NY,11230,750,-73.957014,40.618338,,1801 AVENUE M
New York,750788,Store,A,TARGET CORPORATION,TARGET STORE T3329,602,W 181ST ST,,,NEW YORK,NY,10033,0,-73.933833,40.849366,,602 W 181ST ST
New York,750787,Store,A,TARGET CORPORATION,TARGET STORE T3387,150,E 86TH ST,,,NEW YORK,NY,10028,0,-73.955207,40.779342,,150 E 86TH ST
Kings,750786,Store,A,GRUBHUB HOLDINGS INC,GRUBHUB,60,BROADWAY SUITE 101,,,BROOKLYN,NY,11249,0,-73.966238,40.710568,,60 BROADWAY SUITE 101
Kings,750785,Store,JAC,UTRECHT FOOD CORP,KEY FOOD,7000,UTRECHT AVENUE,,,BROOKLYN,NY,11228,0,,,,7000 UTRECHT AVENUE
Bronx,750780,Store,JAC,WILSON GOURMET DELI CORP,WILSON GOURMET DELI,3401,BOSTON ROAD,,,BRONX,NY,10469,0,-73.850275,40.875715,,3401 BOSTON ROAD
Bronx,750779,Store,JAC,MAXX GROCERY MARKET LLC,MAXX GROCERY MARKET,759,GERARD AVENUE,,,BRONX,NY,10451,0,-73.926284,40.825225,,759 GERARD AVENUE
New York,750768,Store,JAC,B.A.M.M. NINTH AVENUE CORP,BIG APPLE MEAT MARKET,577,NINTH AVE,,,NEW YORK,NY,10036,0,-73.992798,40.758166,,577 NINTH AVE
Bronx,750767,Store,JAC,EL NIETO DE MAMA FIFI DELI FOOD C,EL NIETO DE MAMA FIFI D,660,BEACH AVE,,,BRONX,NY,10473,0,-73.863304,40.818707,,660 BEACH AVE
Kings,750766,Store,JAC,WYCKOFF GARDEN DELI AND MORE CORP,WYCKOFF GARDEN DELI AND,164,NEVINS STREET,,,BROOKLYN,NY,11217,0,-73.984339,40.683605,,164 NEVINS STREET
Kings,750761,Store,JAC,RUSHIL DELI & GROCERY INC,RUSHIL DELI & GROCERY,260,NASSAU AVENUE,,,BROOKLYN,NY,11222,0,-73.940894,40.725959,,260 NASSAU AVENUE
New York,750760,Store,JAC,R&M AMSTERDAM FOOD LLC,KEYFOOD FRESH,733,AMSTERDAM AVE,,,NEW YORK,NY,10025,0,-73.970581,40.79376,,733 AMSTERDAM AVE
Kings,750759,Store,JAC,BAKERS BEST LLC,BAKERS BEST,961,ELTON ST,,,BROOKLYN,NY,11208,0,-73.876371,40.65965,,961 ELTON ST
Bronx,750738,Store,JAC,AZABACHE BEER CORP,AZABACHE BEER,2480,BELMONT AVE,,,BRONX,NY,10458,0,-73.884512,40.85686,,2480 BELMONT AVE
Kings,750737,Store,JAC,BYWOOPS LLC,WOOPS!,120,NORMAN AVE,,,BROOKLYN,NY,11222,0,-73.949911,40.726032,,120 NORMAN AVE
Kings,750716,Store,JAC,BUSHWICK FOOD COOPERATIVE INCORPO,BUSHWICK FOOD COOPERATI,176,ST NICHOLAS AVE,,,BROOKLYN,NY,11237,0,-73.916116,40.704261,,176 ST NICHOLAS AVE
Kings,750708,Store,A,X&Y GROCERY INC,X&Y GROCERY,6820,14TH AVE,,,BROOKLYN,NY,11219,0,-74.001599,40.622465,,6820 14TH AVE
Richmond,750701,Store,JAC,LA HACIENDA CHINANTLA INC,LA HACIENDA CHINANTLA,131,1/2 PORT RICHMOND AVE,,,STATEN ISLAND,NY,10302,0,-74.133463,40.637865,,131 1/2 PORT RICHMOND AVE
Richmond,750700,Store,JAC,LYU DELI CORP,LYU DELI,630,HENDERSON  AVE,,,STATEN ISLAND,NY,10310,0,-74.113536,40.637453,,630 HENDERSON  AVE
Bronx,750697,Store,JAC,MICHS MACCS LLC,MICHELLES MACCS,220,COSTER ST,,,BRONX,NY,10474,0,-73.88501,40.805214,,220 COSTER ST
Kings,750683,Store,A,JOY DELI & MINI MART INC,JOY DELI & MINI MART,1617,BAY RIDGE PARKWAY,,,BROOKLYN,NY,11204,0,-74.000272,40.615982,,1617 BAY RIDGE PARKWAY
Kings,750680,Store,JAC,BREAD PLUS OUTLET LLC,BREAD PLUS OUTLET,16,AVENUE T,,,BROOKLYN,NY,11223,0,-73.984848,40.597988,,16 AVENUE T
Kings,750679,Store,JAC,MAHMOODS INTERNATIONAL CORP,RS CONVENIENCE & DISCOU,607,CRESCENT STREET,,,BROOKLYN,NY,11208,0,-73.869385,40.672896,,607 CRESCENT STREET
Richmond,750661,Store,JAC,SPARROW LIGHT INC,SPARROW LIGHT,1414,FOREST AVE,,,STATEN ISLAND,NY,10302,1200,-74.135951,40.624979,,1414 FOREST AVE
Kings,750660,Store,JAC,SKF DELI & GRILL CORP,SKF DELI & GRILL,4421,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,0,-73.994326,40.640016,,4421 NEW UTRECHT AVE
Kings,750653,Store,A,APNA PANTRY,APNA PANTRY,225,NEPTUNE AVE,,,BROOKLYN,NY,11235,0,-73.9616,40.581607,,225 NEPTUNE AVE
New York,750652,Store,JAC,SUN TUNG-FAT MEATS INC,SUN TUNG-FAT MEATS,19,CATHERINE ST,,,NEW YORK,NY,10038,0,-73.997186,40.713027,,19 CATHERINE ST
Kings,750634,Store,JAC,GOLDEN GINGSENG,GOLDEN GINGSENG,2257,86TH ST,,,BROOKLYN,NY,11214,1000,-73.992332,40.601033,,2257 86TH ST
Kings,750604,Store,A,SUPER STAR BEBE MINI MARKET CORP,SUPER STAR BEBE MINI MA,2741,FULTON STREET STORE #2,,,BROOKLYN,NY,11207,700,-73.893349,40.677788,,2741 FULTON STREET STORE #2
New York,750600,Store,A,GETIR US INC,GETIR,97,2ND AVE,,,NEW YORK,NY,10003,0,-73.988689,40.72718,,97 2ND AVE
Kings,750595,Store,A,GETIR US INC,GETIR,17,KENT AVE,,,BROOKLYN,NY,11249,0,-73.958046,40.723732,,17 KENT AVE
New York,750594,Store,A,GETIR US INC,GETIR,43,ESSEX ST,,,NEW YORK,NY,10002,2200,-73.989364,40.716294,,43 ESSEX ST
Kings,750592,Store,A,GETIR US INC,GETIR,646,DEAN ST,,,BROOKLYN,NY,11238,0,-73.968949,40.680392,,646 DEAN ST
Kings,750591,Store,A,GETIR US INC,GETIR,275,S 2ND ST,,,BROOKLYN,NY,11211,2500,-73.956646,40.711273,,275 S 2ND ST
New York,750590,Store,A,GETIR US INC,GETIR,224,W 35TH ST,,,NEW YORK,NY,10001,0,-73.991146,40.752106,,224 W 35TH ST
New York,750588,Store,A,GETIR US INC,GETIR,529,BROOME ST,,,NEW YORK,NY,10013,1800,-74.004173,40.723949,,529 BROOME ST
Kings,750582,Store,JAC,RALPH FISHES OF THE SEA INC,RALPH FISHES OF THE SEA,241,RALPH AVE,,,BROOKLYN,NY,11233,0,-73.922427,40.681354,,241 RALPH AVE
New York,750578,Store,JAC,PREMIUM CUTS MEAT MARKET INC,PREMIUM CUTS MEAT MARKE,350,E 116TH STREET,,,NEW YORK,NY,10029,0,-73.935962,40.796242,,350 E 116TH STREET
Kings,750576,Store,A,GETIR US INC,GETIR,785,HART ST,,,BROOKLYN,NY,11237,0,-73.92365,40.70098,,785 HART ST
New York,750574,Store,A,GETIR US INC,GETIR,318,E 62ND ST,,,NEW YORK,NY,10065,0,-73.962183,40.762141,,318 E 62ND ST
New York,750573,Store,A,GETIR US INC,GETIR,2565,BROADWAY,,,NEW YORK,NY,10025,0,-73.971774,40.79483,,2565 BROADWAY
Richmond,750571,Store,JAC,AZAD NA INC,AZAD NA,2236,FOREST AVE,,,STATEN ISLAND,NY,10303,0,-74.164077,40.626886,,2236 FOREST AVE
Richmond,750570,Store,JAC,S & S ADAM CORP,HYLAN DAIRY & BAGELS,1780,HYLAN BLVD,,,STATEN ISLAND,NY,10305,2000,-74.093056,40.585441,,1780 HYLAN BLVD
Bronx,750569,Store,JAC,PACES ITALIAN MARKET INC,PACE'S ITALIAN MARKET,2314,ARTHUR AVE,,,BRONX,NY,10458,0,-73.889092,40.853766,,2314 ARTHUR AVE
Kings,750567,Store,JAC,35049B STORE INC,7 ELEVEN STORE #35049B,2474,FLATBUSH AVENUE,,,BROOKLYN,NY,11234,0,-73.922856,40.609962,,2474 FLATBUSH AVENUE
Kings,750566,Store,JAC,UNO TWO CORP,NONNO'S CAFETERIA,2556,MCDONALD AVE,,,BROOKLYN,NY,11223,0,-73.974074,40.590986,,2556 MCDONALD AVE
Kings,750565,Store,JAC,32117C STORE INC,7 ELEVEN STORE #32117C,8813,4TH AVENUE,,,BROOKLYN,NY,11209,1500,-74.029166,40.620812,,8813 4TH AVENUE
New York,750555,Store,JAC,NEMO EXPRESS GOURMET CORP,NEMO EXPRESS,1773,LEXINGTON AVE,,,NEW YORK,NY,10029,0,-73.944593,40.794544,,1773 LEXINGTON AVE
Kings,750551,Store,JAC,MIDWOOD DELI GRILL INC,MIDWOOD DELI GRILL,1506,ELM AVE,,,BROOKLYN,NY,11230,1500,-73.959824,40.617871,,1506 ELM AVE
New York,750549,Store,JAC,LA COLOMBE HOLDINGS INC,LA COLOMBE,95,E HOUSTON ST,,,NEW YORK,NY,10002,100,-73.991724,40.723787,,95 E HOUSTON ST
New York,750545,Store,JAC,1375 JB LLC,JULIEN BOULANGERIE,1375,MADISON AVE,,,NEW YORK,NY,10128,0,-73.954433,40.786879,,1375 MADISON AVE
Kings,750543,Store,JAC,BETTYS DELI GROCERY CORP,BETTYS DELI GROCERY,179,GREENPOINT AVE,,,BROOKLYN,NY,11222,0,-73.952464,40.730362,,179 GREENPOINT AVE
Kings,750541,Store,JAC,356 BEDFORD MARKETPLACE CORP,JUBILEE MARKETPLACE,356,BEDFORD AVE,,,BROOKLYN,NY,11249,0,-73.962827,40.712136,,356 BEDFORD AVE
Kings,750540,Store,JAC,LILDEN GOURMET DELI CORP,LILDEN GOURMET DELI,2336,BEDFORD AVE,,,BROOKLYN,NY,11226,0,-73.955675,40.646777,,2336 BEDFORD AVE
Kings,750539,Store,JAC,BASIC SUPPORT LLC,BASIC SUPPORT,160,HAVEMEYER ST #7,,,BROOKLYN,NY,11211,0,-73.957651,40.711416,,160 HAVEMEYER ST #7
Kings,750537,Store,JAC,ALEX MUSICCI LLC,ALEX MUSICCI,42,ALBANY AVE,,,BROOKLYN,NY,11213,0,-73.938478,40.67944,,42 ALBANY AVE
Bronx,750536,Store,JAC,5 CORNERS GROCERY CORP,5 CORNERS GROCERY,1701,UNIONPORT ROAD,,,BRONX,NY,10462,800,-73.866608,40.843551,,1701 UNIONPORT ROAD
Bronx,750535,Store,JAC,MANITO FOOD CENTER CORP,MANITO FOOD CENTER,1133,WASHINGTON AVE,,,BRONX,NY,10456,0,-73.908078,40.829235,,1133 WASHINGTON AVE
New York,750534,Store,JAC,MARPHA SUSHI INC,MARPHA SUSHI,307,W 26TH ST STORE#562,,,NEW YORK,NY,10001,0,,,,307 W 26TH ST STORE#562
New York,750527,Store,JAC,WEST END BROOKLYN FARE LLC,BROOKLYN FARE,75,WEST END AVE.,,,NEW YORK,NY,10023,21000,-73.988737,40.774021,,75 WEST END AVE.
Kings,750520,Store,JAC,KINGS 1 DELI AND GRILL INC,KINGS 1 DELI AND GRILL,1424,SHEEPSHEAD BAY ROAD,,,BROOKLYN,NY,11235,1000,-73.954464,40.587459,,1424 SHEEPSHEAD BAY ROAD
New York,750506,Store,A,D&L 40TH STREET LLC,DAVIDS DEALS,16,EAST 40TH STREET,,,NEW YORK,NY,10016,5000,-73.980781,40.751771,,16 EAST 40TH STREET
Bronx,750500,Store,A,STORY AVE PHARMACY INC,99 CENTS & UP,1903,STORY AVE,,,BRONX,NY,10473,0,-73.859529,40.824112,,1903 STORY AVE
Bronx,750499,Store,JAC,IRBID GROCERY STORE INC,IRBID GROCERY STORE,3900,WHITE PLAINS,,,BRONX,NY,10466,0,-73.861491,40.886017,,3900 WHITE PLAINS
Bronx,750498,Store,JAC,EAST TREMONT NEW YORK GRILL CORP,EAST TREMONT NEW YORK G,1057,EAST TREMONT AVE,,,BRONX,NY,10460,0,-73.879983,40.840259,,1057 EAST TREMONT AVE
Bronx,750497,Store,JAC,HUNTS POINT DELI CORP,HUNTS POINT DELI,1331,SENECA AVE,,,BRONX,NY,10474,0,-73.886375,40.819045,,1331 SENECA AVE
Kings,750496,Store,JAC,M N M DELI AND GROCERY CORP,M N M DELI AND GROCERY,3139,FULTON STREET,,,BROOKLYN,NY,11208,1500,-73.878894,40.681739,,3139 FULTON STREET
New York,750493,Store,JAC,MIKE DELI & CONVENIENCE INC,MIKE DELI & CONVENIENCE,418,E 14TH ST,,,NEW YORK,NY,10009,500,-73.981611,40.730938,,418 E 14TH ST
New York,750491,Store,JAC,24/7 CITY GRILL CORP,24/7 CITY GRILL,101,W 137TH STREET,,,NEW YORK,NY,10037,2000,-73.937928,40.814578,,101 W 137TH STREET
Kings,750488,Store,JAC,GOURMET FLAMING GRILL INC,GOURMET FLAMING GRILL,8620,4TH AVE,,,BROOKLYN,NY,11209,0,-74.028579,40.622241,,8620 4TH AVE
New York,750485,Store,JAC,AZAL GOURMET DELI 2480 INC,AZAL GOURMET DELI 2480,2480,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10027,0,-73.947559,40.815133,,2480 FREDERICK DOUGLASS BLVD
Kings,750484,Store,JAC,MARIE A ST FLEUR,FATIMA VARIETY STORE,2123,CATON AVE,,,BROOKLYN,NY,11226,0,-73.959791,40.652812,,2123 CATON AVE
Bronx,750482,Store,JAC,OGDEN GROCERY CORP,OGDEN GROCERY,1053,OGDEN AVE,,,BRONX,NY,10452,0,-73.928434,40.834615,,1053 OGDEN AVE
Kings,750481,Store,JAC,DJ FOOD MARKET CORP,DJ FOOD MARKET,860,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,1500,-73.958941,40.651288,,860 FLATBUSH AVENUE
Richmond,750479,Store,JAC,ALWATAN HALAL MEAT MARKET CORP,ALWATAN HALAL MEAT MARK,1449,HYLAN BLVD,,,STATEN ISLAND,NY,10305,2000,-74.087103,40.593065,,1449 HYLAN BLVD
Bronx,750478,Store,JAC,1791 SAN ANTONIO GROCERY CORP,1791 SAN ANTONIO GROCER,1791,GLEASON AVENUE,,,BRONX,NY,10472,0,-73.866547,40.829858,,1791 GLEASON AVENUE
Kings,750477,Store,JAC,AMISHAPARA BAZAR INC,AMISHAPARA BAZAR,88,CHURCH AVE,,,BROOKLYN,NY,11218,1200,-73.980092,40.642528,,88 CHURCH AVE
Kings,750476,Store,JAC,OMG DELI AND GROCERY CORPORATION,OMG DELI AND GROCERY,2127,PITKIN AVE,,,BROOKLYN,NY,11207,0,-73.893834,40.672247,,2127 PITKIN AVE
Kings,750472,Store,JAC,145 WEST MARKETPLACE INC,JUBILEE MARKET PLACE,145,WEST ST,,,BROOKLYN,NY,11222,0,-73.959641,40.732141,,145 WEST ST
Kings,750471,Store,JAC,VANILLA GOURMET NY CORP,A&D TURKISH HALAL MEAT,7921,5TH AVENUE,,,BROOKLYN,NY,11209,2000,-74.024114,40.625891,,7921 5TH AVENUE
Kings,750462,Store,JAC,BUSHWICK GOURMET DELI INC,BUSHWICK GOURMET DELI,350,IRVING AVENUE,,,BROOKLYN,NY,11237,0,-73.912434,40.697917,,350 IRVING AVENUE
Kings,750458,Store,JAC,HERO CITY EXPRESS DELI INC,HERO CITY EXPRESS DELI,597A,4TH AVE,,,BROOKLYN,NY,11215,600,-73.993092,40.665093,,597A 4TH AVE
New York,750457,Store,JAC,2239 ADAM MEAT CORP,ASSOCIATED,2246,ADAM CLAYTON POWELL BLVD,,,NEW YORK,NY,10027,0,-73.945064,40.813585,,2246 ADAM CLAYTON POWELL BLVD
Kings,750454,Store,A,DOLLAR ZONE OF TRIANGLE JUNCTION,ONE DOLLAR ZONE,1608,FLATBUSH AVENUE,,,BROOKLYN,NY,11210,8600,-73.946122,40.63137,,1608 FLATBUSH AVENUE
Kings,750442,Store,A,BUYK CORP,BUYK,5020,AVE N,,,BROOKLYN,NY,11234,2500,-73.926076,40.619,,5020 AVE N
Bronx,750441,Store,A,BUYK CORP,BUYK,304-312,E 204TH ST,,,BRONX,NY,10467,0,-73.878404,40.872814,,304-312 E 204TH ST
Kings,750440,Store,A,BUYK CORP,BUYK,72,W BRIGHTON AVE,,,BROOKLYN,NY,11224,0,-73.969487,40.576351,,72 W BRIGHTON AVE
Kings,750439,Store,A,BUYK CORP,BUYK,869,MYRTLE AVE,,,BROOKLYN,NY,11206,0,-73.947783,40.695545,,869 MYRTLE AVE
Bronx,750438,Store,A,BUYK CORP,BUYK,2721,BRONXWOOD AVE,,,BRONX,NY,10469,0,-73.861537,40.866543,,2721 BRONXWOOD AVE
New York,750437,Store,A,BUYK CORP,BUYK,2611,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10030,0,-73.944466,40.819359,,2611 FREDERICK DOUGLASS BLVD
New York,750436,Store,A,BUYK CORP,BUYK,150,W 26TH ST,,,NEW YORK,NY,10001,0,-73.993321,40.745608,,150 W 26TH ST
New York,750435,Store,A,BUYK CORP,BUYK,5,W 125TH ST,,,NEW YORK,NY,10027,0,-73.942949,40.806702,,5 W 125TH ST
Kings,750434,Store,A,BUYK CORP,BUYK,3808,NOSTRAND AVE,,,BROOKLYN,NY,11235,0,-73.940167,40.591198,,3808 NOSTRAND AVE
Kings,750433,Store,A,BUYK CORP,BUYK,1454,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,0,-73.90181,40.644683,,1454 ROCKAWAY PKWY
Kings,750428,Store,A,BUYK CORP,BUYK,1938,CONEY ISLAND AVE,,,BROOKLYN,NY,11230,0,-73.962483,40.61023,,1938 CONEY ISLAND AVE
New York,750427,Store,A,FRIDGE NO MORE INC,FRIDGE NO MORE,69,E 125TH ST,,,NEW YORK,NY,10035,2000,-73.939879,40.805411,,69 E 125TH ST
Kings,750426,Store,A,BUYK CORP,BUYK,635,4TH AVE,,,BROOKLYN,NY,11232,0,-73.994269,40.663976,,635 4TH AVE
Kings,750425,Store,A,BUYK CORP,BUYK,83,3RD AVE,,,BROOKLYN,NY,11217,0,-73.981751,40.683767,,83 3RD AVE
Kings,750424,Store,A,BUYK CORP,BUYK,1620,FULTON ST,,,BROOKLYN,NY,11213,1000,-73.936176,40.679666,,1620 FULTON ST
New York,750423,Store,A,BUYK CORP,BUYK,47,W 34TH ST,,,NEW YORK,NY,10001,0,-73.987537,40.749692,,47 W 34TH ST
New York,750422,Store,A,BUYK CORP,BUYK,113,THIRD AVE,,,NEW YORK,NY,10003,0,-73.987459,40.732904,,113 THIRD AVE
New York,750420,Store,A,BUYK CORP,BUYK,356,BROADWAY,,,NEW YORK,NY,10013,2000,-74.003765,40.717155,,356 BROADWAY
New York,750418,Store,A,BUYK CORP,BUYK,315,W 35TH ST,,,NEW YORK,NY,10001,0,-73.993696,40.753159,,315 W 35TH ST
Kings,750417,Store,JAC,CELESTIN CHRISTIANNE,MARANATHA VARIETY STORE,1998,NOSTRAND AVENUE,,,BROOKLYN,NY,11210,0,-73.948086,40.636864,,1998 NOSTRAND AVENUE
Kings,750414,Store,JAC,ALSAIDI FOOD SALAD JUICE CORP,ALSAIDI FOOD SALAD JUIC,767,4TH AVE,,,BROOKLYN,NY,11232,0,-73.998631,40.65978,,767 4TH AVE
Bronx,750413,Store,JAC,SAYLON DELI CORP,SAYLON DELI,125,MARCY PLACE,,,BRONX,NY,10452,0,-73.915982,40.83798,,125 MARCY PLACE
Kings,750412,Store,JAC,2970 OCEAN AVENUE DELI & BAGEL IN,2970 OCEAN AVENUE DELI,2970,OCEAN AVE,,,BROOKLYN,NY,11235,0,-73.949408,40.588777,,2970 OCEAN AVE
Bronx,750410,Store,JAC,OCOA DELI GROCERY INC,OCOA DELI GROCERY,1201,LELAND AVE,,,BRONX,NY,10472,1000,-73.863183,40.830493,,1201 LELAND AVE
Kings,750409,Store,JAC,ALEXS DELI OF NY CORP,ALEXS DELI OF NY,1256,FLATBUSH AVE,,,BROOKLYN,NY,11226,0,-73.954865,40.639729,,1256 FLATBUSH AVE
Kings,750408,Store,JAC,EMILIOS FOOD CORP,TONYS STOP & SAVE SUPER,1161,SUTTER AVENUE,,,BROOKLYN,NY,11208,5000,-73.875104,40.672329,,1161 SUTTER AVENUE
Kings,750406,Store,JAC,JOHNNY SUPER DELI INC,JOHNNY SUPER DELI,860,NEW LOTS AVE,,,BROOKLYN,NY,11208,0,-73.879067,40.667941,,860 NEW LOTS AVE
Bronx,750403,Store,JAC,BAINBRIDGE MARKET CORP,BAINBRIDGE MARKET,3215,BRAINBRIDGE AVE,,,BRONX,NY,10467,0,-73.879642,40.876266,,3215 BRAINBRIDGE AVE
Kings,750402,Store,JAC,DECEMBER KAY LLC,DECEMBER KAY,180,MONTAGUE ST #1,,,BROOKLYN,NY,11201,0,-73.991828,40.69412,,180 MONTAGUE ST #1
Kings,750397,Store,JAC,CROISSANT DELI & GROCERY INC,CROISSANT DELI & GROCER,690,EAST NEW YORK AVE,,,BROOKLYN,NY,11203,0,-73.939803,40.66225,,690 EAST NEW YORK AVE
Bronx,750396,Store,JAC,SLOW COCOA LLC,SLOW COCOA,1361,VIELE AVE #201,,,BRONX,NY,10474,0,-73.881419,40.807294,,1361 VIELE AVE #201
New York,750394,Store,JAC,OJ STOP 1 DELI INC,OJ STOP 1 DELI,122,SUFFOLK ST,,,NEW YORK,NY,10002,1000,-73.985959,40.719204,,122 SUFFOLK ST
New York,750391,Store,A,TARGET CORPORATION,TARGET STORE T-3394,795,COLUMBUS AVE,,,NEW YORK,NY,10025,0,-73.966321,40.794499,,795 COLUMBUS AVE
Kings,750390,Store,A,BUYK CORP,BUYK,8904,5TH AVE,,,BROOKLYN,NY,11209,0,-74.027821,40.619631,,8904 5TH AVE
Kings,750373,Store,JAC,DELI GROCERY GUATEMALTECO CANDY C,DELI GROCERY GUATEMALTE,6601,15TH AVENUE,,,BROOKLYN,NY,11219,1500,-73.997851,40.62264,,6601 15TH AVENUE
Richmond,750368,Store,JAC,QS CONVENIENCE CORP,QS CONVENIENCE,3016,RICHMOND TERRACE,,,STATEN ISLAND,NY,10303,800,-74.160313,40.637209,,3016 RICHMOND TERRACE
Kings,750367,Store,JAC,1919 DELI GRILL & GROCERY CORP,1919 DELI GRILL & GROCE,1919,CROPSY AVE,,,BROOKLYN,NY,11214,0,-74.00448,40.601089,,1919 CROPSY AVE
Kings,750354,Store,JAC,SEAFOOD KINGDOM INC,SEAFOOD KINGDOM,1224,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,0,-73.955502,40.640367,,1224 FLATBUSH AVENUE
Kings,750347,Store,JAC,TSKAY INC,EDIBLE ARRANGEMENTS -80,557,4TH AVENUE,,,BROOKLYN,NY,11215,0,-73.992043,40.66625,,557 4TH AVENUE
Bronx,750342,Store,JAC,263 GOURMET INC,263 GOURMET DELI,263,WEST KINGSBRIDGE ROAD,,,BRONX,NY,10463,0,-73.905332,40.873008,,263 WEST KINGSBRIDGE ROAD
Kings,750341,Store,JAC,CONEY DELI & GRILL CORP,CONEY DELI& GRILL,1638,CONEY ISLAND AVE,,,BROOKLYN,NY,11230,0,-73.963829,40.617403,,1638 CONEY ISLAND AVE
Kings,750340,Store,JAC,J&M MEAT MARKET INC,SHOP FAIR SUPERMARKET,1101-1123,MYRTLE AVE,,,BROOKLYN,NY,11206,0,-73.937615,40.69671,,1101-1123 MYRTLE AVE
Richmond,750331,Store,JABC,NSR FOOD DISTRIBUTORS,SCOTTYS MARKETPLACE,240,PAGE AVE,,,STATEN ISLAND,NY,10307,0,-74.234506,40.518029,,240 PAGE AVE
New York,750328,Store,JAC,A2Z 176 DELANCEY LLC,A2Z LWR NYC,176,DELANCEY ST,,,NEW YORK,NY,10002,0,-73.985039,40.717736,,176 DELANCEY ST
New York,750327,Store,JAC,A2Z 67 LOISAIOA LLC,AVENUE A2Z,67,LOISAIOA AVE,,,NEW YORK,NY,10004,0,-73.979837,40.722715,,67 LOISAIOA AVE
New York,750322,Store,JAC,BOXED MAX LLC,BOXED MAX,318,W 39TH ST,,,NEW YORK,NY,10018,0,-73.992316,40.755808,,318 W 39TH ST
Kings,750319,Store,JAC,FENIX DELI & GROCERY CORP,FENIX DELI & GROCERY,926,4TH AVE,,,BROOKLYN,NY,11232,0,-74.003602,40.655196,,926 4TH AVE
New York,750318,Store,A,41 MADISON CANDY SHOP INC,LUCKY MADISON CANDY STO,41,MADISON ST,,,NEW YORK,NY,10038,1000,-73.998498,40.711903,,41 MADISON ST
New York,750313,Store,A,BUYK CORP,BUYK,2269,1ST AVE,,,NEW YORK,NY,10035,1800,-73.935032,40.796521,,2269 1ST AVE
New York,750312,Store,A,USA SUPERSTORES,USA SUPERSTORES,310,E 2ND ST,,,NEW YORK,NY,10009,0,-73.979076,40.720112,,310 E 2ND ST
Kings,750303,Store,JAC,82ND DELI & GROCERY INC,82ND DELI & GROCERY,8126,5TH AVE,,,BROOKLYN,NY,11209,0,-74.024661,40.624532,,8126 5TH AVE
Kings,750296,Store,JAC,FRESH PRODUCE 33 INC,PRODUCE ON P,470,AVE P,,,BROOKLYN,NY,11223,2000,-73.970096,40.609154,,470 AVE P
